"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
2166995,"Misumenops celer (Hentz, 1847)","species","SYNONYM","EXACT","Misumenops celer",98,"Animalia","Arthropoda","Araneae","Thomisidae","Mecaphesa","Mecaphesa celer",1,54,NA,1496,6163,2166592,6717744,TRUE,NA,6717744,NA
2420637,"Mitsukurina owstoni Jordan, 1898","species","ACCEPTED","EXACT","Mitsukurina owstoni",98,"Animalia","Chordata","Lamniformes","Mitsukurinidae","Mitsukurina","Mitsukurina owstoni",1,44,121,885,5886,2420636,2420637,FALSE,"Elasmobranchii",NA,NA
2489613,"Mniotilta varia (Linnaeus, 1766)","species","ACCEPTED","EXACT","Mniotilta varia",98,"Animalia","Chordata","Passeriformes","Parulidae","Mniotilta","Mniotilta varia",1,44,212,729,5263,2489612,2489613,FALSE,"Aves",NA,NA
5213725,"Mola mola (Linnaeus, 1758)","species","ACCEPTED","EXACT","Mola mola",98,"Animalia","Chordata","Tetraodontiformes","Molidae","Mola","Mola mola",1,44,204,772,5897,5207570,5213725,FALSE,"Actinopterygii",NA,NA
2466435,"Moloch horridus Gray, 1841","species","ACCEPTED","EXACT","Moloch horridus",98,"Animalia","Chordata","Squamata","Agamidae","Moloch","Moloch horridus",1,44,358,715,9199,2466434,2466435,FALSE,"Reptilia",NA,NA
2433003,"Molossops temminckii (Burmeister, 1854)","species","ACCEPTED","EXACT","Molossops temminckii",98,"Animalia","Chordata","Chiroptera","Molossidae","Molossops","Molossops temminckii",1,44,359,734,5719,2433000,2433003,FALSE,"Mammalia",NA,NA
2484391,"Molothrus ater (Boddaert, 1783)","species","ACCEPTED","EXACT","Molothrus ater",98,"Animalia","Chordata","Passeriformes","Icteridae","Molothrus","Molothrus ater",1,44,212,729,6176,2484385,2484391,FALSE,"Aves",NA,NA
2475290,"Momotus momota (Linnaeus, 1766)","species","ACCEPTED","EXACT","Momotus momota",98,"Animalia","Chordata","Coraciiformes","Momotidae","Momotus","Momotus momota",1,44,212,1447,5255,2475289,2475290,FALSE,"Aves",NA,NA
2434779,"Monachus monachus (Hermann, 1779)","species","ACCEPTED","EXACT","Monachus monachus",98,"Animalia","Chordata","Carnivora","Phocidae","Monachus","Monachus monachus",1,44,359,732,5310,2434778,2434779,FALSE,"Mammalia",NA,NA
5219376,"Monachus schauinslandi Matschie, 1905","species","SYNONYM","EXACT","Monachus schauinslandi",98,"Animalia","Chordata","Carnivora","Phocidae","Neomonachus","Neomonachus schauinslandi",1,44,359,732,5310,8552999,8646426,TRUE,"Mammalia",8646426,NA
5219377,"Monachus tropicalis (Gray, 1850)","species","SYNONYM","EXACT","Monachus tropicalis",98,"Animalia","Chordata","Carnivora","Phocidae","Neomonachus","Neomonachus tropicalis",1,44,359,732,5310,8552999,8443316,TRUE,"Mammalia",8443316,NA
2474842,"Monias benschi Oustalet & G.Grandidier, 1903","species","ACCEPTED","EXACT","Monias benschi",98,"Animalia","Chordata","Mesitornithiformes","Mesitornithidae","Monias","Monias benschi",1,44,212,8617753,5254,2474841,2474842,FALSE,"Aves",NA,NA
2506012,"Moniezia expansa (Rudolphi, 1805)","species","ACCEPTED","EXACT","Moniezia expansa",98,"Animalia","Platyhelminthes","Cyclophyllidea","Anoplocephalidae","Moniezia","Moniezia expansa",1,108,144,780,5964,9497382,2506012,FALSE,"Cestoda",NA,NA
2439971,"Monodelphis brevicaudata (Erxleben, 1777)","species","ACCEPTED","EXACT","Monodelphis brevicaudata",98,"Animalia","Chordata","Didelphimorphia","Didelphidae","Monodelphis","Monodelphis brevicaudata",1,44,359,783,5455,7967492,2439971,FALSE,"Mammalia",NA,NA
2439965,"Monodelphis domestica (Wagner, 1842)","species","ACCEPTED","EXACT","Monodelphis domestica",98,"Animalia","Chordata","Didelphimorphia","Didelphidae","Monodelphis","Monodelphis domestica",1,44,359,783,5455,7967492,2439965,FALSE,"Mammalia",NA,NA
2439966,"Monodelphis kunsi Pine, 1975","species","ACCEPTED","EXACT","Monodelphis kunsi",98,"Animalia","Chordata","Didelphimorphia","Didelphidae","Monodelphis","Monodelphis kunsi",1,44,359,783,5455,7967492,2439966,FALSE,"Mammalia",NA,NA
5220008,"Monodon monoceros Linnaeus, 1758","species","ACCEPTED","EXACT","Monodon monoceros",98,"Animalia","Chordata","Cetacea","Monodontidae","Monodon","Monodon monoceros",1,44,359,733,5445,2440362,5220008,FALSE,"Mammalia",NA,NA
1314773,"Monomorium pharaonis (Linnaeus, 1758)","species","ACCEPTED","EXACT","Monomorium pharaonis",98,"Animalia","Arthropoda","Hymenoptera","Formicidae","Monomorium","Monomorium pharaonis",1,54,216,1457,4342,1314419,1314773,FALSE,"Insecta",NA,NA
5225681,"Morelia viridis (Schlegel, 1872)","species","ACCEPTED","EXACT","Morelia viridis",98,"Animalia","Chordata","Squamata","Pythonidae","Morelia","Morelia viridis",1,44,358,715,4287591,2465049,5225681,FALSE,"Reptilia",NA,NA
2432759,"Mormoops megalophylla (Peters, 1864)","species","ACCEPTED","EXACT","Mormoops megalophylla",98,"Animalia","Chordata","Chiroptera","Mormoopidae","Mormoops","Mormoops megalophylla",1,44,359,734,9616,2432758,2432759,FALSE,"Mammalia",NA,NA
2394604,"Morone americana (Gmelin, 1789)","species","ACCEPTED","EXACT","Morone americana",98,"Animalia","Chordata","Perciformes","Moronidae","Morone","Morone americana",1,44,204,587,8545,2382010,2394604,FALSE,"Actinopterygii",NA,NA
2394598,"Morone chrysops (Rafinesque, 1820)","species","ACCEPTED","EXACT","Morone chrysops",98,"Animalia","Chordata","Perciformes","Moronidae","Morone","Morone chrysops",1,44,204,587,8545,2382010,2394598,FALSE,"Actinopterygii",NA,NA
2394610,"Morone mississippiensis Jordan & Eigenmann, 1887","species","ACCEPTED","EXACT","Morone mississippiensis",98,"Animalia","Chordata","Perciformes","Moronidae","Morone","Morone mississippiensis",1,44,204,587,8545,2382010,2394610,FALSE,"Actinopterygii",NA,NA
2394612,"Morone saxatilis (Walbaum, 1792)","species","ACCEPTED","EXACT","Morone saxatilis",98,"Animalia","Chordata","Perciformes","Moronidae","Morone","Morone saxatilis",1,44,204,587,8545,2382010,2394612,FALSE,"Actinopterygii",NA,NA
2480964,"Morus bassanus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Morus bassanus",98,"Animalia","Chordata","Suliformes","Sulidae","Morus","Morus bassanus",1,44,212,7192775,9351,2480962,2480964,FALSE,"Aves",NA,NA
2480963,"Morus capensis (Lichtenstein, 1823)","species","ACCEPTED","EXACT","Morus capensis",98,"Animalia","Chordata","Suliformes","Sulidae","Morus","Morus capensis",1,44,212,7192775,9351,2480962,2480963,FALSE,"Aves",NA,NA
2440989,"Moschus chrysogaster (Hodgson, 1839)","species","ACCEPTED","EXACT","Moschus chrysogaster",98,"Animalia","Chordata","Artiodactyla","Moschidae","Moschus","Moschus chrysogaster",1,44,359,731,5301,2440987,2440989,FALSE,"Mammalia",NA,NA
2440990,"Moschus fuscus Li, 1981","species","ACCEPTED","EXACT","Moschus fuscus",98,"Animalia","Chordata","Artiodactyla","Moschidae","Moschus","Moschus fuscus",1,44,359,731,5301,2440987,2440990,FALSE,"Mammalia",NA,NA
4262218,"Moschus leucogaster Hodgson, 1839","species","ACCEPTED","EXACT","Moschus leucogaster",98,"Animalia","Chordata","Artiodactyla","Moschidae","Moschus","Moschus leucogaster",1,44,359,731,5301,2440987,4262218,FALSE,"Mammalia",NA,NA
2440988,"Moschus moschiferus Linnaeus, 1758","species","ACCEPTED","EXACT","Moschus moschiferus",98,"Animalia","Chordata","Artiodactyla","Moschidae","Moschus","Moschus moschiferus",1,44,359,731,5301,2440987,2440988,FALSE,"Mammalia",NA,NA
8189568,"Mugil cephalus Linnaeus, 1758","species","ACCEPTED","EXACT","Mugil cephalus",98,"Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",1,44,204,1067,8473,7822511,8189568,FALSE,"Actinopterygii",NA,NA
5219080,"Mungos mungo (Gmelin, 1788)","species","ACCEPTED","EXACT","Mungos mungo",98,"Animalia","Chordata","Carnivora","Herpestidae","Mungos","Mungos mungo",1,44,359,732,9678,2434130,5219080,FALSE,"Mammalia",NA,NA
2433518,"Mungotictis decemlineata (Grandidier, 1867)","species","ACCEPTED","EXACT","Mungotictis decemlineata",98,"Animalia","Chordata","Carnivora","Eupleridae","Mungotictis","Mungotictis decemlineata",1,44,359,732,9702,2433517,2433518,FALSE,"Mammalia",NA,NA
2440942,"Muntiacus atherodes Groves & Grubb, 1982","species","ACCEPTED","EXACT","Muntiacus atherodes",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus atherodes",1,44,359,731,5298,2440941,2440942,FALSE,"Mammalia",NA,NA
2440945,"Muntiacus crinifrons (Sclater, 1885)","species","ACCEPTED","EXACT","Muntiacus crinifrons",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus crinifrons",1,44,359,731,5298,2440941,2440945,FALSE,"Mammalia",NA,NA
2440944,"Muntiacus feae (Thomas & Doria, 1889)","species","ACCEPTED","EXACT","Muntiacus feae",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus feae",1,44,359,731,5298,2440941,2440944,FALSE,"Mammalia",NA,NA
2440947,"Muntiacus gongshanensis Ma, 1990","species","ACCEPTED","EXACT","Muntiacus gongshanensis",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus gongshanensis",1,44,359,731,5298,2440941,2440947,FALSE,"Mammalia",NA,NA
2440943,"Muntiacus muntjak (Zimmermann, 1780)","species","ACCEPTED","EXACT","Muntiacus muntjak",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus muntjak",1,44,359,731,5298,2440941,2440943,FALSE,"Mammalia",NA,NA
4262430,"Muntiacus putaoensis Amato, Egan & Rabinowitz, 1999","species","ACCEPTED","EXACT","Muntiacus putaoensis",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus putaoensis",1,44,359,731,5298,2440941,4262430,FALSE,"Mammalia",NA,NA
2440946,"Muntiacus reevesi (Ogilby, 1839)","species","ACCEPTED","EXACT","Muntiacus reevesi",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus reevesi",1,44,359,731,5298,2440941,2440946,FALSE,"Mammalia",NA,NA
4262432,"Muntiacus truongsonensis (Giao, Tuoc, Dung, Wikramanayake, Amato, Arctander & Mackinnon, 1997)","species","ACCEPTED","EXACT","Muntiacus truongsonensis",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus truongsonensis",1,44,359,731,5298,2440941,4262432,FALSE,"Mammalia",NA,NA
4262425,"Muntiacus vuquangensis (Tuoc, Dung, Dawson, Arctander & Mackinnon, 1994)","species","ACCEPTED","EXACT","Muntiacus vuquangensis",98,"Animalia","Chordata","Artiodactyla","Cervidae","Muntiacus","Muntiacus vuquangensis",1,44,359,731,5298,2440941,4262425,FALSE,"Mammalia",NA,NA
2432329,"Murina cyclotis Dobson, 1872","species","ACCEPTED","EXACT","Murina cyclotis",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Murina","Murina cyclotis",1,44,359,734,9368,2432317,2432329,FALSE,"Mammalia",NA,NA
2432322,"Murina suilla (Temminck, 1840)","species","ACCEPTED","EXACT","Murina suilla",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Murina","Murina suilla",1,44,359,734,9368,2432317,2432322,FALSE,"Mammalia",NA,NA
7429082,"Mus musculus Linnaeus, 1758","species","ACCEPTED","EXACT","Mus musculus",98,"Animalia","Chordata","Rodentia","Muridae","Mus","Mus musculus",1,44,359,1459,5510,9800657,7429082,FALSE,"Mammalia",NA,NA
1524843,"Musca domestica Linnaeus, 1758","species","ACCEPTED","EXACT","Musca domestica",98,"Animalia","Arthropoda","Diptera","Muscidae","Musca","Musca domestica",1,54,216,811,5564,8097933,1524843,FALSE,"Insecta",NA,NA
2439658,"Muscardinus avellanarius (Linnaeus, 1758)","species","ACCEPTED","EXACT","Muscardinus avellanarius",98,"Animalia","Chordata","Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius",1,44,359,1459,3240562,2439657,2439658,FALSE,"Mammalia",NA,NA
2433321,"Musonycteris harrisoni Schaldach & McLaughlin, 1960","species","ACCEPTED","EXACT","Musonycteris harrisoni",98,"Animalia","Chordata","Chiroptera","Phyllostomidae","Musonycteris","Musonycteris harrisoni",1,44,359,734,9366,2433320,2433321,FALSE,"Mammalia",NA,NA
5218963,"Mustela altaica Pallas, 1811","species","ACCEPTED","EXACT","Mustela altaica",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela altaica",1,44,359,732,5307,2433922,5218963,FALSE,"Mammalia",NA,NA
5219019,"Mustela erminea Linnaeus, 1758","species","ACCEPTED","EXACT","Mustela erminea",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela erminea",1,44,359,732,5307,2433922,5219019,FALSE,"Mammalia",NA,NA
5219057,"Mustela eversmanii Lesson, 1827","species","ACCEPTED","EXACT","Mustela eversmanii",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela eversmanii",1,44,359,732,5307,2433922,5219057,FALSE,"Mammalia",NA,NA
5218919,"Mustela frenata Lichtenstein, 1831","species","ACCEPTED","EXACT","Mustela frenata",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela frenata",1,44,359,732,5307,2433922,5218919,FALSE,"Mammalia",NA,NA
5218962,"Mustela itatsi Temminck, 1844","species","ACCEPTED","EXACT","Mustela itatsi",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela itatsi",1,44,359,732,5307,2433922,5218962,FALSE,"Mammalia",NA,NA
5218969,"Mustela kathiah Hodgson, 1835","species","ACCEPTED","EXACT","Mustela kathiah",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela kathiah",1,44,359,732,5307,2433922,5218969,FALSE,"Mammalia",NA,NA
5219007,"Mustela lutreola (Linnaeus, 1761)","species","ACCEPTED","EXACT","Mustela lutreola",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela lutreola",1,44,359,732,5307,2433922,5219007,FALSE,"Mammalia",NA,NA
5219070,"Mustela lutreolina Robinson & Thomas, 1917","species","ACCEPTED","EXACT","Mustela lutreolina",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela lutreolina",1,44,359,732,5307,2433922,5219070,FALSE,"Mammalia",NA,NA
5218985,"Mustela nigripes (Audubon & Bachman, 1851)","species","ACCEPTED","EXACT","Mustela nigripes",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela nigripes",1,44,359,732,5307,2433922,5218985,FALSE,"Mammalia",NA,NA
5218987,"Mustela nivalis Linnaeus, 1766","species","ACCEPTED","EXACT","Mustela nivalis",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela nivalis",1,44,359,732,5307,2433922,5218987,FALSE,"Mammalia",NA,NA
5218911,"Mustela putorius Linnaeus, 1758","species","ACCEPTED","EXACT","Mustela putorius",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela putorius",1,44,359,732,5307,2433922,5218911,FALSE,"Mammalia",NA,NA
5218913,"Mustela putorius furo Linnaeus, 1758","subspecies","ACCEPTED","EXACT","Mustela putorius furo",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela putorius",1,44,359,732,5307,2433922,5218911,FALSE,"Mammalia",NA,NA
5218972,"Mustela sibirica Pallas, 1773","species","ACCEPTED","EXACT","Mustela sibirica",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela sibirica",1,44,359,732,5307,2433922,5218972,FALSE,"Mammalia",NA,NA
5218986,"Mustela subpalmata Hemprich & Ehrenberg, 1833","species","SYNONYM","EXACT","Mustela subpalmata",98,"Animalia","Chordata","Carnivora","Mustelidae","Mustela","Mustela nivalis",1,44,359,732,5307,2433922,5218987,TRUE,"Mammalia",10603515,NA
1319446,"Mycocepurus smithii (Forel, 1893)","species","ACCEPTED","EXACT","Mycocepurus smithii",98,"Animalia","Arthropoda","Hymenoptera","Formicidae","Mycocepurus","Mycocepurus smithii",1,54,216,1457,4342,1319445,1319446,FALSE,"Insecta",NA,NA
2481937,"Mycteria americana Linnaeus, 1758","species","ACCEPTED","EXACT","Mycteria americana",98,"Animalia","Chordata","Ciconiiformes","Ciconiidae","Mycteria","Mycteria americana",1,44,212,839,9289,2481934,2481937,FALSE,"Aves",NA,NA
2481938,"Mycteria leucocephala (Pennant, 1769)","species","ACCEPTED","EXACT","Mycteria leucocephala",98,"Animalia","Chordata","Ciconiiformes","Ciconiidae","Mycteria","Mycteria leucocephala",1,44,212,839,9289,2481934,2481938,FALSE,"Aves",NA,NA
2389034,"Mycteroperca venenosa (Linnaeus, 1758)","species","ACCEPTED","EXACT","Mycteroperca venenosa",98,"Animalia","Chordata","Perciformes","Serranidae","Mycteroperca","Mycteroperca venenosa",1,44,204,587,8597,2388983,2389034,FALSE,"Actinopterygii",NA,NA
2434845,"Mydaus javanensis (Desmarest, 1820)","species","ACCEPTED","EXACT","Mydaus javanensis",98,"Animalia","Chordata","Carnivora","Mephitidae","Mydaus","Mydaus javanensis",1,44,359,732,9679,2434843,2434845,FALSE,"Mammalia",NA,NA
2434844,"Mydaus marchei Huet, 1887","species","ACCEPTED","EXACT","Mydaus marchei",98,"Animalia","Chordata","Carnivora","Mephitidae","Mydaus","Mydaus marchei",1,44,359,732,9679,2434843,2434844,FALSE,"Mammalia",NA,NA
2483600,"Myiarchus cinerascens (Lawrence, 1851)","species","ACCEPTED","EXACT","Myiarchus cinerascens",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Myiarchus","Myiarchus cinerascens",1,44,212,729,5291,2483527,2483600,FALSE,"Aves",NA,NA
2483597,"Myiarchus crinitus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Myiarchus crinitus",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Myiarchus","Myiarchus crinitus",1,44,212,729,5291,2483527,2483597,FALSE,"Aves",NA,NA
2479407,"Myiopsitta monachus (Boddaert, 1783)","species","ACCEPTED","EXACT","Myiopsitta monachus",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Myiopsitta","Myiopsitta monachus",1,44,212,1445,9340,2479406,2479407,FALSE,"Aves",NA,NA
2419300,"Myliobatis californica Gill, 1865","species","ACCEPTED","EXACT","Myliobatis californica",98,"Animalia","Chordata","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica",1,44,121,8214029,2193,10779164,2419300,FALSE,"Elasmobranchii",NA,NA
4264680,"Myocastor coypus (Molina, 1782)","species","ACCEPTED","EXACT","Myocastor coypus",98,"Animalia","Chordata","Rodentia","Myocastoridae","Myocastor","Myocastor coypus",1,44,359,1459,3240572,3240573,4264680,FALSE,"Mammalia",NA,NA
5706763,"Myodes californicus (Merriam, 1890)","species","ACCEPTED","EXACT","Myodes californicus",98,"Animalia","Chordata","Rodentia","Cricetidae","Myodes","Myodes californicus",1,44,359,1459,3240723,2438724,5706763,FALSE,"Mammalia",NA,NA
5706760,"Myodes gapperi (Vigors, 1830)","species","ACCEPTED","EXACT","Myodes gapperi",98,"Animalia","Chordata","Rodentia","Cricetidae","Myodes","Myodes gapperi",1,44,359,1459,3240723,2438724,5706760,FALSE,"Mammalia",NA,NA
5706764,"Myodes glareolus (Schreber, 1780)","species","ACCEPTED","EXACT","Myodes glareolus",98,"Animalia","Chordata","Rodentia","Cricetidae","Myodes","Myodes glareolus",1,44,359,1459,3240723,2438724,5706764,FALSE,"Mammalia",NA,NA
5706762,"Myodes rutilus (Pallas, 1779)","species","ACCEPTED","EXACT","Myodes rutilus",98,"Animalia","Chordata","Rodentia","Cricetidae","Myodes","Myodes rutilus",1,44,359,1459,3240723,2438724,5706762,FALSE,"Mammalia",NA,NA
2437590,"Myoprocta acouchy (Erxleben, 1777)","species","ACCEPTED","EXACT","Myoprocta acouchy",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Myoprocta","Myoprocta acouchy",1,44,359,1459,3240680,2437588,2437590,FALSE,"Mammalia",NA,NA
4264701,"Myoprocta pratti Pocock, 1913","species","ACCEPTED","EXACT","Myoprocta pratti",98,"Animalia","Chordata","Rodentia","Dasyproctidae","Myoprocta","Myoprocta pratti",1,44,359,1459,3240680,2437588,4264701,FALSE,"Mammalia",NA,NA
2439358,"Myopus schisticolor (Lilljeborg, 1844)","species","ACCEPTED","EXACT","Myopus schisticolor",98,"Animalia","Chordata","Rodentia","Cricetidae","Myopus","Myopus schisticolor",1,44,359,1459,3240723,2439357,2439358,FALSE,"Mammalia",NA,NA
2437288,"Myosciurus pumilio (Le Conte, 1857)","species","ACCEPTED","EXACT","Myosciurus pumilio",98,"Animalia","Chordata","Rodentia","Sciuridae","Myosciurus","Myosciurus pumilio",1,44,359,1459,9456,2437287,2437288,FALSE,"Mammalia",NA,NA
2435929,"Myosorex varius (Smuts, 1832)","species","ACCEPTED","EXACT","Myosorex varius",98,"Animalia","Chordata","Soricomorpha","Soricidae","Myosorex","Myosorex varius",1,44,359,803,5534,2435918,2435929,FALSE,"Mammalia",NA,NA
2432438,"Myotis auriculus Baker & Stains, 1955","species","ACCEPTED","EXACT","Myotis auriculus",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Myotis","Myotis auriculus",1,44,359,734,9368,2432384,2432438,FALSE,"Mammalia",NA,NA
2432451,"Myotis austroriparius (Rhoads, 1897)","species","ACCEPTED","EXACT","Myotis austroriparius",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Myotis","Myotis austroriparius",1,44,359,734,9368,2432384,2432451,FALSE,"Mammalia",NA,NA
