Visibility,Source ID,Locality ID,Traits ID,Genus,Species,Morphospecies,Contributor,Latitude,Longitude,Caste,N,Head width across eyes (mm),Head length (mm),Clypeus length (mm),Mandible length (mm),Hind femur length (mm),Scape length (mm),Weber's length (mm),Pronotum width (mm),Inter-ocular width (mm),Max eye width (mm),Whole body length (mm),Sculpturing,Pilosity (#),Number of Spines (#),Dominant colour head (Fig. 16),Dominant colour mesosoma (Fig. 16),Dominant colour gaster (Fig. 16),Polymorphism,Queen number,Worker number (#),Colony type,Colony founding,Nest Site,Activity,Diet,Notes
Public,Sagata_noyear,,Sagata_noyear_traits_315,Iridomyrmex,roseatus,False,"Sagata, Katayo",-29.73333,143.85001,Worker,1,1.23,1.35,0.29,0.59,1.87,1.44,1.87,Not in paper,Not in paper,0.22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_316,Iridomyrmex,roseatus,False,"Sagata, Katayo",-29.73333,143.85001,Worker,1,1.28,1.34,0.26,0.58,2.03,1.45,1.67,Not in paper,Not in paper,0.22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_317,Iridomyrmex,roseatus,False,"Sagata, Katayo",-29.7,144.2,Worker,1,1.27,1.33,0.34,0.59,1.67,1.39,2.02,Not in paper,Not in paper,0.24,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_318,Iridomyrmex,roseatus,False,"Sagata, Katayo",-29.7,144.2,Worker,1,1.33,1.4,0.28,0.55,1.99,1.34,2.04,Not in paper,Not in paper,0.23,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_319,Iridomyrmex,roseatus,False,"Sagata, Katayo",-29.7,144.2,Worker,1,1.24,1.32,0.36,0.67,1.59,1.2,1.62,Not in paper,Not in paper,0.19,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_320,Iridomyrmex,roseatus,False,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.12,1.28,0.34,0.64,1.98,1.38,1.8,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_321,Iridomyrmex,roseatus,False,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.14,1.28,0.32,0.6,1.96,1.38,1.8,Not in paper,Not in paper,0.18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_322,Iridomyrmex,roseatus,False,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.2,1.36,0.3,0.68,2.1,1.42,1.9,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_323,Iridomyrmex,roseatus,False,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.2,1.36,0.3,0.6,2,1.4,2.04,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_324,Iridomyrmex,roseatus,False,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.2,1.26,0.36,0.62,2.1,1.4,2.04,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_325,Iridomyrmex,roseatus,False,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1,1.18,0.28,0.46,1.8,1.3,1.7,Not in paper,Not in paper,0.18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_326,Iridomyrmex,roseatus,False,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1.1,1.22,0.3,0.58,1.8,1.34,1.8,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_327,Iridomyrmex,roseatus,False,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1.08,1.2,0.32,0.46,1.88,1.32,1.8,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_328,Iridomyrmex,roseatus,False,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1.04,1.18,0.32,0.6,1.82,1.3,1.66,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_329,Iridomyrmex,roseatus,False,"Sagata, Katayo",-24.33028,134.52472,Worker,1,0.94,1.1,0.28,0.5,1.68,1.26,1.6,Not in paper,Not in paper,0.18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_330,Iridomyrmex,roseatus,False,"Sagata, Katayo",-20.72812,139.48864,Worker,1,0.84,1,0.24,0.54,1.7,1.2,1.5,Not in paper,Not in paper,0.16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_331,Iridomyrmex,roseatus,False,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.1,1.16,0.3,0.58,1.8,1.3,1.64,Not in paper,Not in paper,0.18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_332,Iridomyrmex,roseatus,False,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.12,1.14,0.34,0.58,1.8,1.3,1.8,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_333,Iridomyrmex,roseatus,False,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.08,1.16,0.32,0.6,1.7,1.26,1.8,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_334,Iridomyrmex,roseatus,False,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.16,1.2,0.34,0.6,1.9,1.3,1.8,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_335,Iridomyrmex,roseatus,False,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.14,1.26,0.32,0.52,1.9,1.34,1.84,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_336,Iridomyrmex,roseatus,False,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.12,1.24,0.34,0.6,1.8,1.3,1.76,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_337,Iridomyrmex,roseatus,False,"Sagata, Katayo",-17.33556,123.68083,Worker,1,0.88,1.2,0.3,0.5,1.78,1.3,1.76,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_338,Iridomyrmex,roseatus,False,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.1,1.26,0.3,0.5,1.94,1.34,1.74,Not in paper,Not in paper,0.2,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_339,Iridomyrmex,roseatus,False,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.1,1.22,0.3,0.6,1.8,1.38,1.74,Not in paper,Not in paper,0.18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Sagata_noyear,,Sagata_noyear_traits_340,Iridomyrmex,rufinoger,False,"Sagata, Katayo",-37.78194,144.99144,Worker,1,1,1,0.28,0.5,1.06,0.82,1.34,Not in paper,Not in paper,0.18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
